data__id,data__text,meta__newest_id,meta__oldest_id,meta__result_count,meta__next_token
"1,36770093222242E+018","Então vamos ser práticos, amigo tuiteiro: a pandemia se dissipa com 2 coisas. ISOLAMENTO E VACINA. Eu queria mt que fosse com block também mas não é. Então vamos agir como adultos e fazer o que dá. E o que dá pra gente fazer da nossa casa no meio dessa merda toda?",,,,
"1,36770086224463E+018",2021 e a única questão que precisa ser decidida é: ou você morre de covid ou morre de fome\n_xD83C__xDDE7__xD83C__xDDF7_Pátria amada Brasil_xD83C__xDDE7__xD83C__xDDF7_,,,,
"1,36770083332077E+018",Fui atualizar minhas vacinas \n: tô sem braço,,,,
"1,36770082571226E+018",Homem com covid-19 é flagrado passando a mão em maçaneta de carro e é preso pela PM (veja o vídeo) https://t.co/m0APixcb2u,,,,
"1,36770081293641E+018",@jairbolsonaro CADÊ A VACINA SEU MERDA !?,,,,
"1,36770077119054E+018","Me admira muito você, uma pessoa idosa, grupo de risco, ser contra o uso das máscaras, das medidas preventivas. Apesar do seu ""histórico de atleta"", algo irrelevante, várias pessoas saudáveis pegaram a Covid-19 e não resistiram. Tivestes sorte de não ter tido complicações. Verme!",,,,
"1,36770076620773E+018","Sinceramente a covid podia ser letal e contagiosa a ponto de extinguir todo a raça humana em ""pouco"" tempo    ia ser muito mais fácil sério",,,,
"1,36770076391762E+018","@Silvio_CFilho Rsrsrs 200 milhões de doses de vacina compradas cara, farmacêuticas estão entregando",,,,
"1,36770076095219E+018","É.. já mandaram fechar a porra td de novo. Covid veio p ficar msm, pqp",,,,
"1,36770075161154E+018",@SeriesTWBZ Covid vc tem quase um mês e meio pra deixar de existir _xD83D__xDE18_,,,,
"1,36770074696001E+018","@DefesaGovBr @exercitooficial Não só existe os Indígenas, ainda estamos aqui.\nMande o exército vir aplicar vacinas nos outros .",,,,
"1,3677007338906E+018","@Eduardo14618546 @CarlosBolsonaro Aí o aplicador de vacina,bem como vcs gostam !!!!VTNC inepto !!! https://t.co/35SVTQQ87R",,,,
"1,36770070385095E+018",nunca quis tanto tomar uma vacina na minha vida,,,,
"1,36770069134777E+018",@NiltonCosmedeC3 @CaruTapajoz @glaubermacario E ai ele vai culpar o.... Prefeito?\nE quem não se organizou pra dar auxílio pra ficarmos em casa? E a compra de vacina que vem tudo pingado? E o tanto de fake news que o outro lá ajudou a propagar? Tem que ir atrás do prefeito? \nTá SERTO,,,,
"1,36770066965903E+018","@LeilaGermano Não tem mais grupo de risco. Tem um país em risco. Tem governo aliado ao massacre e uma população cansada. O problema o boleto do cansaço cair pra OMS  pro governador, ou até pro vírus. A COVID-19 tem no seu Jair um aliado SEM IGUAL.",,,,
"1,36770066022604E+018",@BotSentinel Cadê as vacinas senhor robô?\nNão comprou porque?\nFicou se lambuzando de leite condensado e esqueceu?\nVai dormir cara......... e não se esqueça #CoronaVac #VacinaParaTodosJa,,,,
"1,36770064789478E+018","@jairbolsonaro @jorgeseif Pfizer diz que, em agosto, ofereceu ao Brasil a compra de 70 milhões de vacinas contra a Covid-19. Segundo a companhia, país teria doses disponíveis em dezembro\n\nhttps://t.co/vo5aYVFcNi",,,,
"1,36770064295809E+018","@Mwes094 Se tomar vacina, vira um jacagado. _xD83D__xDC0A__xD83D__xDC2E_",,,,
"1,36770059850686E+018","Se minha viagem for cancelada vou ficar muito triste, calma só até dia 12 covid, quero trabalhar_xD83E__xDD7A_",,,,
"1,3677005975841E+018","Coisa boa, uma vacina a mais pras pessoas de verdade https://t.co/7ps3Wbkv7h",,,,
"1,36770058945137E+018",pensando aqui agr imagina vc ir pro bbb no meio de uma pandemia e não fazer a mínima ideia se sua família ta bem tipo eu ia surtar pensando “ e se minha mãe pegou covid e ta no hospital agr e ninguém vai me falar!”,,,,
"1,36770058651949E+018","@euperuzini_tgp Para esse governo horroroso e do imbecil do Guedes a culpa é do servidor público! Em plena pandemia e esses seres abjetos empurrando a pec 186! , Infelizmente, morrerao muitos de Covid por causa desse desgoverno!#CustoBolsonaro",,,,
"1,36770058651114E+018",Até o covid já te pegou e eu não :/ — KKKKKKKKKKKKKKKKKKKKKKKKKK ah não  https://t.co/Jb010rz71f,,,,
"1,36770058542895E+018","Sem leito de UTI, técnica de enfermagem morre de Covid-19 em Santa Catarina https://t.co/CIpkDxhVxl #Covid_19 #COVID",,,,
"1,36770058133956E+018","@jairbolsonaro Pfizer diz que, em agosto, ofereceu ao Brasil a compra de 70 milhões de vacinas contra a Covid-19. Segundo a companhia, país teria doses disponíveis em dezembro\n\nhttps://t.co/vo5aYVFcNi",,,,
"1,36770056504045E+018","@ironbonoro @SolVincenzi @gcgPin Cara cê realmente tá na vibe de defender esse argumento bobo né. Medo da covid nunca foi por que ia morrer todo o planeta maluco, os ESPECIALISTAS,gente que se baseia em CIÊNCIA, já falava a tempos sobre a letalidade dessa doença.",,,,
"1,36770055763338E+018","Aí Deus perdoa sua filha, mas eu deixava ficar sem tomar vacina, ngm ia dar nela tbm euem https://t.co/KHnhODdpa2",,,,
"1,36770055098535E+018","@DoentesPFutebol Se tem um profissional que está recebendo cuidados diante do covid, esse cara é o que trabalha com futebol. Além de serem testados com frequência, os atletas sofrem menos complicações. Não está tendo público, consequentemente não tem aglomeração no estádio. Então pra que parar?",,,,
"1,36770054127138E+018","era meus planos pra 2020, mas o covid estragou tudo _xD83D__xDE2A_",,,,
"1,36770053883871E+018",espero que a covid colabore \n\nSOBE NA MOTINHA + QUEREMOS JUSTIÇA + #HoldOn https://t.co/X8GSEXWltO,,,,
"1,36770052909532E+018","Enquanto faltam vacinas, os milicos fazem a festa.\n\n""Lombos de bacalhau e uísque 12 anos no cardápio das Forças Armadas""\nhttps://t.co/Knz70kHknQ",,,,
"1,36770052519044E+018",COVID-19 NO BRASIL: PRESIDENTE VOLTA A MINIMIZAR PANDEMIA https://t.co/jxFegyQO67,,,,
"1,36770052316453E+018","• 261.000 MORTES POR COVID NO _xD83C__xDDE7__xD83C__xDDF7_ \n. Bomba de Hiroshima e Nagazaki (juntas e pior dos cenários): 226.000 mortes.\n. Ataque 11/9: 3.000 mortes.\n. Queda TAM 3054 (queda de avião no Brasil com mais mortes: 200 mortos.\n. Surto de H1N1 (gripe suína, 2009): Em torno de 2200 mortes.",,,,
"1,36770052001879E+018","Volta ao trabalho: Com a compra pelo Ministério da Saúde das vacinas que faltavam, da Pfizer e Janssen, perdem sentido o “consórcio de municípios” e a lorota de governadores sobre adquirir imunizantes (com dinheiro federal, claro). #ColunaCH #DiarioDoPoder",,,,
"1,36770051295558E+018","@Eline_eu_ @emyissotbmpassa reações adversas estamos sujeitos ao ingerir qualquer remédio. Já uma overdose pode chegar a óbito. E uma única dose de vacina na minha opinião não chegaria a esse ponto, pelo menos é o que penso.",,,,
"1,36770047879303E+018","""Covid-19: Governadores pedem a Bolsonaro esforço ""imediato"" para comprar vacinas""  https://t.co/pFqLj1zLNI",,,,
"1,36770047854556E+018","1) Proposta d Pfizer: \n+ - 70 MILHÕES doses p dezembro\n\n2) Proposta Butantan:\n+ - 60 MILHÕES doses p dezembro\n\nHOJE, teríamos 100 milhões de pessoas vacinadas!\n\nPERGUNTA:\nSe Bolsonaro, tivesse comprado as vacinas há 08 meses atrás, estariam morrendo 2.000 pessoas p dia?? https://t.co/A3vpgN9HMh",,,,
"1,36770045863101E+018","@JanainaDoBrasil O que tu sabe sobre ciência e saúde? Te recolhe a tua pouca significância! Fica dando palpite sem nenhum conhecimento! O governo que tu ajudou a eleger NÃO compra vacina, é negacionista e genocida!",,,,
"1,36770041311022E+018",Ouvi um senhor falando que não tomou a vacina e nem vai tomar pois todo dia ele come açafrão com mamão segundo ele é um santo remédio contra o corona eu fiquei??????????,,,,
"1,36770040675585E+018",Olha só o tamanho do precedente aberto com essa decisão. \nhttps://t.co/xQorhxfh39,,,,
"1,36770034810691E+018",só fui ter covid no começo desse ano e só peguei pq fui trabalhar na casa de festa em dezembro,,,,
"1,36770034517511E+018","@claudioedantas Quem disse que cura Covid 19 Cara pálida,? Seu analfabeto. O que nós defendemos e muitos médicos tambem, é o uso preventivo. Pra amenizar. Nao significa que nao irá pegar. Mais se pegar que seja leve. Assim como as vacinas do Coronavac",,,,
"1,36770032940865E+018",So me lembrou do meu diálogo com a Paula: \nEu: viu que ovo ta caro?\nPaula: é pq galinha pega covid e não é todos que poe ovo\nEu: e é? \n?????? Kkkkkkkkkkkkkkkkkkk https://t.co/izhSFMNSkU,,,,
"1,3677003226265E+018","cara eu sempre acho engraçado quando essa gente liberal prefere comparar o brasil com a nova zelandia do que reconhecer a competencia do vietnã e usa-lo como exemplo, um país de terceiro mundo e populoso pra caralho que ta sendo referencia em combate ao covid",,,,
"1,36770031599532E+018","@carmelonetobr Pfizer diz que, em agosto, ofereceu ao Brasil a compra de 70 milhões de vacinas contra a Covid-19. Segundo a companhia, país teria doses disponíveis em dezembro.\n\nhttps://t.co/vo5aYVFcNi",,,,
"1,36770031102087E+018",@jairbolsonaro com segurança de não ser infectado e pra isso precisa da vacina seu demente,,,,
"1,36770029712934E+018",@jairbolsonaro Pronto de família voltar vivo e proteger sua família da doença precisa de vacina presidente !,,,,
"1,36770028269675E+018","@fcomontec @Sandman998 Não são apenas as vítimas de covid q precisam de sangue, as outras pessoas continuam sofrendo de várias enfermidades. Não precisa ser favorável a doação, mas tbm essa agressividade é desnecessária! Doação é coisa séria, Moisés irá pagar, nem w seja pelo impeachment",,,,
"1,36770025670877E+018","@jornalnacional Lavagem cerebral para acabar com uma nação,  essa é a função da mídia brasileira; o povo que morra com o Covid, os ptralha a só querem o poder para entregar aos chinêses!",,,,
"1,36770023133329E+018","@radiobandnewsfm @FMouraBrasil 1) Proposta d Pfizer: \n+ - 70 MILHÕES doses p dezembro\n\n2) Proposta Butantan:\n+ - 60 MILHÕES doses p dezembro\n\nHOJE, teríamos + - 100 milhões de pessoas vacinadas!\n\nPERGUNTA:\nSe, Jair tivesse comprado as vacinas há 08 meses atrás, estariam morrendo 2.000 pessoas p dia??",,,,
"1,36770023116127E+018",@T4NJlR0U eu nao vou ver a aula de hj por causa do covid entao to grandao feliz e pa,,,,
"1,36770022743678E+018",@miserinhacomuna Mo n eh engraçado alguem pegar covid,,,,
"1,36770021198909E+018","@guraguranowhite Só tenho a agradecer por todos os dias esperar os tuítes do pai e que, apesar da correria dos dias, continue a nos alegrar sempre\n\nAgora vou dormir e se cuida contra o Covid-19, pai. Olha a tua idade!",,,,
"1,36770020594093E+018",Essencial mesmo é você sair da presidência. É ter leito nos hospitais. É a vacina....... https://t.co/BoKTgnDwsT,,,,
"1,36770019111832E+018",Insônia pq minha cabeça ñ para de me causar medo só de pensar na possibilidade de pegar covid e morrer,,,,
"1,36770019064847E+018","•Pecuária Extensiva -&gt; nesse tipo de pecuária os animais são criados soltos no pasto,em grandes propriedades,a produtividade é baixa,os animais não recebem vacinas. •Extrativismo –&gt; Consiste na retirada da natureza dos recursos minerais e vegetais.",,,,
"1,36770016864517E+018","@DanilaJoi @MDSSSIILVA @jairbolsonaro @GadoDecider Segundo as publicações até o momento o covid é um vírus híbrido da série Sars com partes do HIV (o msm que provoca a AIDS), sinto se você é desinformada.\nQuem está fazendo as análises é a Dra Nize Yamaguchi que esta na linha de enfrentamento da doença.\nProcure se informar melhor.",,,,
"1,36770016023563E+018",Sério o ódio que eu tenho desse desgraçado não tá descrito\nFilho da puta escroto do caralho\nTomara que m0rr4 sem essa vacina tbm https://t.co/zLDyn6JJe3,,,,
"1,36770015257267E+018",@tricolwr acho q esse das mulheres deve ser pro dia internacional da mulher + covid,,,,
"1,3677001355941E+018",@Boscardin O ser q senta na cadeira de presidente do br já chegou a comemorar um suicídio de uma pessoa q estava fazendo teste com vacina meu amigo isso aí tem q apodrecer na cadeia...,,,,
"1,36770013485593E+018","VACINAÇÃO COVID-19 - MAIS UM IDOSO ENGANADO - Em #Ananindeua, #Para, a Dona Maria da Conceição, de 78 anos, foi mais uma vítima das #VacinasdeVento contra #covid19. No vídeo gravado, é possível ver que a ""SERINGA ESTA VAZIA"". O caso ocorreu nesta quinta-feira (4). @minsaude https://t.co/mH1ejCXUX4",,,,
"1,36770012405977E+018","@jairbolsonaro Ta, mas e as vacinas?",,,,
"1,36770009113861E+018",Meu irmão vai nascer segundaaaaaaa aaaaa ansiendade atacandoo dai quarta eu vou ver ele por causa dessa porra de covid não vou poder ver ele quando ele nascer e nem ficar la no hospital que ódio,,,,
"1,36770008588727E+018",@jairbolsonaro e tu não faz nada pra que esses chefes de família possam fazer isso no meio de uma pandemia né seu babaca VACINA O POVO PORRA,,,,
"1,36770006590568E+018","@EliLiliFeliz @wrg1604 @carmelonetobr Pfizer diz que, em agosto, ofereceu ao Brasil a compra de 70 milhões de vacinas contra a Covid-19. Segundo a companhia, país teria doses disponíveis em dezembro\n\nhttps://t.co/vo5aYVFcNi",,,,
"1,36770006121231E+018","DO FIMDESSA ""FARRA""TEM GENTE QUE FICA BRAVA TODO DIA,TORCE A BOCA TEM COMUNICACAO FACIAL QUE REVELA PERCEPCOES DE DESAGRADO TEM TUDO ISSO,DETALHE A POPULACAO NOTA TUDO ISSO!!!ENQUANTO NAO VEM NOVAMENTE A ELEICAO QUE CLARO TODOS QUEREMOS AS VACINAS!!!TODOS NOS OU VOCES ACHAM QUE",,,,
"1,36770004586951E+018","@Pitota10 Pelo que se pode notar,  nem um segundo,  pois depois das vacinas o pico subiu,  afinal   pra que serve essas pohas.",,,,
"1,36770001946637E+018","Genocida FDP.\n\n'Chega de frescura, de mimimi. Vão ficar chorando até quando?', diz Bolsonaro sobre pandemia https://t.co/kT44bCeid5",,,,
"1,36770000934971E+018",@jairbolsonaro @VlogdoLisboa @mdregional_br Estamos cagando pra barragem! Vai comprar vacina seu negacionista irresponsável!!,,,,
"1,36769999962737E+018","Enquanto falta vacina, os milicos fazem a festa.\n\n""Lombos de bacalhau e uísque 12 anos no cardápio das Forças Armadas""\nhttps://t.co/Knz70kHknQ",,,,
"1,36769998579447E+018",@velocitarumore eu vou tomar vacina lá\né literalmente o objetivo,,,,
"1,36769998446913E+018","Isso pô, continua saindo aí pra depois postar lamentando número de mortes da covid nos stories",,,,
"1,3676999744112E+018",Queria fazer o teste do covid mais e o medo de dar positivo e isolar minha casa inteira denovo kkkkk,,,,
"1,3676999703637E+018",Uma semana q tô c enjoo. Medo de ser covid,,,,
"1,3676999546183E+018","@jairbolsonaro Cadelinha previsível que sempre apela pra *chefes de família*\nVAI COMPRAR VACINA, SEU GENOCIDA.",,,,
"1,36769994272317E+018","@NiniBDC @UOL ""artigo 132. A conduta recriminada nesta norma é a exposição da vida ou saúde de outra pessoa a perigo. Algo que pode acontecer caso o infectado com COVID-19"" https://t.co/5ajr8bU7DG.",,,,
"1,36769993347474E+018","@_renattap Tô morrendo de saudades Negas, vamos esperar amenizar essa porcaria de covid e vamos marcar ❤",,,,
"1,36769992216276E+018","Você pode silenciar o Atila, ou palavras como OMS, lockdown, vacina... mas você não pode silenciar o telefone da funerária meu amigo tuiteiro. Nem o choro das famílias dos trabalhadores saíram pra colocar comida na mesa. A pandemia não deixa de existir na base do block.",,,,
"1,36769991862691E+018","Eloá tomou três vacina, Bruna mando msg falando que ela tava chorando bastante fui lá hoje de dia coloquei ela deitadinha no meu colo eu grudo em mim e ali ficou dormindo parecia que nem tinha nada _xD83E__xDD7A_❤️❤️",,,,
"1,36769991260813E+018","é o tipo de situação irreversível. Isso não tem solução. O resto da população deve ficar esperto e em vez de acelerar a vacinação como alguns governadores reivindicam, devemos prestar mais atenção na eficácia dessas 2 vacinas q já estão sendo largamente utilizadas!. https://t.co/6dGPFHk9xn",,,,
"1,36769990123317E+018",Ce é tão difícil que nem eu e nem o covid conseguimos te pegar,,,,
"1,36769989959733E+018","vc pode até não ter problemas graves por covid, mas sabe que vc pode precisar de UTI por acidente, infarto, infelizmente não falta doença que pode se encaixar nisso",,,,
"1,36769989802448E+018","@Dudu_Etero @rs_leroy @correio Era pra ter deixado sem,se não queria ser atendida morresse de covid",,,,
"1,36769987844971E+018",não mas os caranguejos realmente serão uma das salvações do covid eh isso mesmo,,,,
"1,36769987804287E+018",tirando os problemas de sempre e o bglh do covid essa semana tá MT boa vey pqp\nSe 2021 continuar nessa vibe eu vou ficar feliz :),,,,
"1,36769986210446E+018","Esse caso da menina que teve cesária as presas e logo faleceu por causa do covid mexeu comigo,  ta na hora de eu se previnir sabe,  pq eu particularmente não estou.  Sem contar que existe casos próximos e não tomo vergonha,  né brincadeira não  ..",,,,
"1,36769985459251E+018",Então para de boicotar e compra logo a vacina pra eles irem trabalhar em segurança ✨ https://t.co/Zbl89Hmyrf,,,,
"1,36769985080927E+018","@PricyPires @parolin_ricardo Facil. Eu com 10 mil reais faço (adequo) um ônibus ficar totalmente a prova de coronavirus e ser incapaz de permitir a transmissão de coronavírus de um passageiro ao outro. Engenharia, arquitetura, automação, tecnologia, contenção biológica. Simples.",,,,
"1,36769983914484E+018","indo rezar pela vida da família e que o covid acabe logo, enfim os crentes burros. https://t.co/YKAlbHMp4l",,,,
"1,36769983071853E+018","@velozinhobr Minha mãe de 86 anos tomou a primeira dose da coronavac, espero q não falte vacina para a segunda dose.",,,,
"1,36769982589494E+018","Não adianta mais se achar invencível falando que se pegar só vai ter quadro leve porque é jovem, essa nova variante está sendo muito agressiva nas pessoas mais novas, segundo dados da Fiocruz as novas cepas ja corresponde a 62% dos casos de COVID do RS https://t.co/vcwNgBhtIF",,,,
"1,36769981732186E+018",Enfermeira bolsonarista morre com reinfecção da Covid-19 após recusar vacina https://t.co/d29kXgE4eF,,,,
"1,36769979721438E+018",Força Nacional do SUS é enviada a MG e SC para combate à Covid-19 https://t.co/bd4V90xTov,,,,
"1,36769978087345E+018",Eu tenho que parar de ler notícias sobre covid,,,,
"1,3676997784281E+018","@oatila Hoje minha mãe tava super triste pq ela já tomou a vacina mas eu não, e estamos sem plano de saúde e sou grupo de risco. Quase chorei com ela viu",,,,
"1,367699770308E+018","#bolsonarotemrazão o problema não é o Bolsonaro, mas quem o apoia, pois se não houvesse quem bate palma para  asneiras que ele fala ele deixaria de ser negacionista e pensaria na dor da família de quem a covid ceifou a vida . Parabéns aos apoiadores do caos.#impeachmentJa",,,,
"1,36769974658915E+018",@jairbolsonaro @Caixa vacina(a verdade)\na verdade é que vc quer matar todo mundo seu desgraçado,,,,
"1,36769971268239E+018",Juiz autoriza sindicato de motoristas por aplicativos a importar vacina contra à Covid-19 https://t.co/7pEkcU3DMU,,,,
"1,3676996578125E+018","@skilhos @vinicin5792 @felipeneto Pelo que entendi sobre a vacina que ele comprou, ele estava esperando sair a confirmação da ANVISA para saber se era confiável vacinar as pessoas, e a gripezinha, o próprio médico da globo que disse isso logo no começo da pandemia. O Bozo depois ele so tirou sarro com isso T_T",,,,
"1,36769964497381E+018",... o desespero fictício e o sacrifício dos médicos (inclusive um é contaminado no ep) só me faz pensar o quão horrível deve ser pros profissionais da saúde linha de frente contra a covid.. e o povo fazendo festa e ainda tendo a cara de pau de dizer “é só me entubar”.. _xD83D__xDE25_,,,,
"1,36769964458793E+018",@boninho30 _xD83D__xDE02__xD83D__xDE02__xD83D__xDE02_ agora já tô vacina,,,,
"1,36769963850197E+018","Sinusite, rinite ou covid? eis a questão...",,,,
"1,36769959792628E+018","O Doria pelo menos trouxe vacina e o Presidente sabota o uso das mascaras,do distanciamento e não compra vacinas ,é um genocida. https://t.co/0hIoZ9JxEX",,,,
"1,36769959616886E+018",@ueaud pega um covid junto,,,,
"1,36769959402553E+018",@BarretoMatheuss certeza que já tomou vacina há tempos o odnubagav (lê ao contrário),,,,
"1,36769958990246E+018",@soraismesquita Bôbo é quem achou que algo mudaria com a vacina.,,,,
"1,36769958960053E+018",Mais um ano q ficaremks sem poder passear no nosso niver de namoro. Mais um ano sem nossa viajem para Natal...\nAi covid..... \nQue odio!,,,,
"1,36769958655972E+018","@LEDFFC @CNNBrasil O idiota, o que mata é o vírus. Aponta aí quantos países compraram mais vacinas que o Brasil? .. e quais receberam o que compraram? Gente chata ..  tá osso aguentar viu.",,,,
"1,36769957689605E+018","@Estadao @SamPancher Imagina quem perdeu um ente querido pra Covid, tendo que ouvir o presidente da república mandando parar de chorar.",,,,
"1,36769955923803E+018","@clapiclapiclapi @_vinceecniv só acho q se em vez de deixar todo mundo ir embora como se nada tivesse acontecido e aplicar uma multa, com certeza o rabo ia parar quieto em casa e o país ainda ia ter mais dinheiro pra comprar mais vacinas, né não?",,,,
"1,36769953380375E+018","O bom é que em 2020 os casos de morte por infarto, câncer e diabete caíram pra caralho... Não, claro que não tão superestimando mortes comuns como casos de covid, foram milagres e jesus curou todo mundo.",,,,
"1,36769952951714E+018",espero q nos próximos meses esse trem de covid de uma abaixada pq eu quero comemorar meus 19,,,,
"1,36769949296382E+018",@RodrigoRSantos3 @pedrocertezas @jairbolsonaro Covid-19 sozinha já está matando muito mais que todas essas outras causas juntas.,,,,
"1,36769947532677E+018",80 conto um ovo de páscoa no mínimo ele tem q vim com a vacina do corona dentro,,,,
"1,36769946108291E+018",@covbain @obllivions o roteador de covid 19,,,,
"1,36769945448946E+018",Balneário Camboriú recebe mais 980 doses de vacina contra Covid-19 https://t.co/7jlx5gOWbz,,,,
"1,36769945441816E+018","Mais de 14milhoes de desempregados no Brasil, salário mínimo q não serve pro mínimo, não tem auxílio, covid matando geral, presidente pouco se fudendo, mas o povo so se importa cm o bilhete amoroso q o atendente nao quis fazer https://t.co/ChE7Ctn5ys",,,,
"1,36769941336853E+018","@gustavohbfranco @MBLivre Tem que ser muito amador para acreditar nos números da China, Rússia, Coreia do Norte. Considerar que todas as mortes “lançadas” como Covid correspondem à realidade.  Vc é a cara do establishment!",,,,
"1,36769940479111E+018","@jairbolsonaro sabe o q é essencial? isso mesmo, as VACINAS",,,,
"1,36769938558963E+018","@gustavohbfranco @BlogdoNoblat Fogo, minions dando like no que escrevi.. eu quis dizer que estamos uma merda em relação ao Covid, se ajustarem parâmetros vamos pro último lugar da fila, seus bitolados",,,,
"1,3676993828172E+018","@amadiaIlo pprt, nego só fala de corona vírus mas ngm fala de vacina pra relacionamento aberto",,,,
"1,36769938037188E+018",e se eu tiver com covid?,,,,
"1,3676993789207E+018","Tô sofrendo ao som de músicas românticas mas não é por amor, só tô nostálgica. Como era bom viver num mundo Covid Free.",,,,
"1,36769937067463E+018",já dei 3 espirros... igor me passou covid,,,,
"1,3676993514438E+018",@marilizpj Ele é repugnante. Incompreensível como consegue continuar na presidência. A letargia tomou conta das instituições e do povo. Como estamos assistindo a tudo isso calados? Bradar nas redes sociais não resolve. Passou da hora de irmos para as ruas. Bolsonaro é mais mortal q a Covid.,,,,
"1,36769933879379E+018","@martinsalvesjr1 @g1 ""Luana não tinha doenças pré-existentes e a gestação de oito meses seguia tranquila, até ela ter sido infectada pelo coronavírus. Ao G1, Cairo conta que a jovem 'tinha uma saúde melhor do que a dele' e seguia todos os protocolos sanitários para evitar ser infectada.""",,,,
"1,36769933415903E+018",@xxkatiacrisxx @oiIuiz ainda assim a vacina do dengue foi um fiasco,,,,
"1,36769933191094E+018",@viny_santista @Idner1995 @lp9956 @JooLou2 @felipeneto Não concordo com o Bolsonaro se ele fosse esperto já tinha comprado a vacina igual Lula em 2010,,,,
"1,36769931763774E+018",só espero que eu não esteja com covid...,,,,
"1,36769925978989E+018","@SubtenenteEdgar @Claudia80094447 Será que é a vacina com 50,4% de eficácia?",,,,
"1,36769923297991E+018",_xD83D__xDCC3_ Notícia _xD83D__xDCC3_ : \n\n _xD83D__xDCE1_ Restrições no Rio: tudo o que você precisa saber sobre as novas medidas no combate à Covid-19\n\nDisponível em: https://t.co/E724pcZmvN\n\n #covid19 #coronavirus #covid19brasil #FiqueEmCasa #FicaEmCasa,,,,
"1,36769923230881E+018",PQ FUI ABRI O TT VI UMA XOVEM DE 17 ANOS COM COMPLICAÇAO DPS DO COVID,,,,
"1,36769923024934E+018","@rxkdu_ @brizzio1909 tu criou anticorpus vida ent tu nao pega de novo (tlgd ne q a minha mae pegou e tals) ent tu tem risco de pegar o ""novo covid"" e uma taxa bem BEM baixa de pegar covid dnv",,,,
